ID,Title,State,URL,Labels,Created At
3604,"SWT standalone app fails to start with NPE ""org.eclipse.core.runtime.Platform.getOS()"" is null",closed,https://github.com/eclipse-platform/eclipse.platform.ui/issues/3604,,2025-12-19T11:36:02Z
2984,Views are transported between perspectives when placed in the editor area,closed,https://github.com/eclipse-platform/eclipse.platform.ui/issues/2984,"bug, help wanted",2025-05-15T08:44:39Z
1973,Accessibility: Navigating through Controls with Tab does autoscroll to the Viewer with Focus,open,https://github.com/eclipse-platform/eclipse.platform.ui/issues/1973,bug,2024-06-16T22:27:57Z
3678,Clean Code for bundles/org.eclipse.ui.workbench,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3678,cleanup,2026-01-16T04:45:50Z
1797,Add object factories to ISelection interface,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/1797,,2024-04-04T16:08:19Z
3567,Fix HiDPI progress icon clipping by relayouting only on image size change,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3567,,2025-12-04T09:19:38Z
13,"Add support for ""Icon Packs"" ",open,https://github.com/eclipse-platform/eclipse.platform.ui/issues/13,enhancement,2022-04-19T00:27:29Z
3733,Search View: Performance issues on remove and sort,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3733,,2026-02-17T14:17:58Z
2276,Sometimes the Generic Text Editor performs very poorly,open,https://github.com/eclipse-platform/eclipse.platform.ui/issues/2276,performance,2024-09-16T06:53:08Z
1121,Large File Association with added editors and content types,open,https://github.com/eclipse-platform/eclipse.platform.ui/issues/1121,,2023-09-15T16:53:14Z
3706,[Ubuntu] The console/debugger console views have an inconsistent colored background,closed,https://github.com/eclipse-platform/eclipse.platform.ui/issues/3706,bug,2026-01-27T10:54:25Z
2304,"""No more handles"" - after editing many MANIFEST.MF",open,https://github.com/eclipse-platform/eclipse.platform.ui/issues/2304,bug,2024-09-20T10:02:06Z
3549,Add scrollbars to wizard dialog via ScrolledComposite,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3549,,2025-11-18T09:23:53Z
3501,Migrate WorkbenchContextRule to JUnit 5,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3501,,2025-11-04T21:29:59Z
3502,Migrate CloseTestWindowsRule to JUnit 5 and migrate all related tests,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3502,,2025-11-04T21:30:16Z
3012,Add Sorting Functionality for Quick Search Results,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3012,,2025-05-28T00:17:12Z
1202,Error log popup even if I close it,open,https://github.com/eclipse-platform/eclipse.platform.ui/issues/1202,bug,2023-10-09T07:55:59Z
3543,Clean Code for bundles/org.eclipse.ui.workbench,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3543,cleanup,2025-11-14T04:38:16Z
3580,CodeMining: reuse existing inlined annotations when minings are unchanged,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3580,,2025-12-14T16:17:27Z
3540,Fix alignment of onboarding area command labels,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3540,,2025-11-12T15:18:34Z
926,Random failing of HoverTest.testEnabledWhenHover(),closed,https://github.com/eclipse-platform/eclipse.platform.ui/issues/926,"help wanted, test, flaky test",2023-07-10T08:04:44Z
3464,Adapt size of Dialogs based on default size upon zoom change,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3464,,2025-10-28T19:52:47Z
3493,Clean Code for bundles/org.eclipse.ui.workbench.texteditor,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3493,cleanup,2025-11-04T04:34:05Z
3494,Clean Code for bundles/org.eclipse.ui.workbench,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3494,cleanup,2025-11-04T04:36:50Z
3491,Clean Code for bundles/org.eclipse.jface.text,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3491,cleanup,2025-11-04T03:40:29Z
3492,Clean Code for bundles/org.eclipse.jface,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3492,cleanup,2025-11-04T03:43:36Z
3485,Clean Code for bundles/org.eclipse.ui.editors,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3485,cleanup,2025-11-02T04:13:58Z
3482,Clean Code for bundles/org.eclipse.jface,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3482,cleanup,2025-11-02T03:53:18Z
3481,Clean Code for bundles/org.eclipse.jface.text,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3481,cleanup,2025-11-02T03:51:06Z
3486,Clean Code for bundles/org.eclipse.ui.ide,closed,https://github.com/eclipse-platform/eclipse.platform.ui/pull/3486,cleanup,2025-11-02T04:23:08Z
